project_id,project_name,cert_year,queue_rank,disposition_id,disposition_name,recommendation_status,borough_president_recommendation,borough_board_recommendation,community_board_recommendation,docket_description,api_url,project_page_url
2018X0450,261 Walton Avenue,2020,356,b3a6dd2a-f262-ea11-a9ae-001dd830809a,2018X0450 - ZM - BX CB1,Not Submitted,,,,"IN THE MATTER OF an application submitted by Mott Haven Gateway LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 6a: 1. eliminating a Special Mixed Use District (MX-13) bounded by a line 200 feet southwesterly of East 140th Street, Walton Avenue, a line 100 feet northeasterly of East 138th Street, and Major Deegan Boulevard; 2. changing from an M1-4/R6A District to an R8A District property bounded by a line 200 feet southwesterly of East 140th Street, Walton Avenue, a line 100 feet northeasterly of East 138th Street, and Major Deegan Boulevard; and 3. establishing within the proposed R8A District a C2-4 District bounded by a line 200 feet southwesterly of East 140th Street, Walton Avenue, a line 100 feet northeasterly of East 138th Street, and Major Deegan Boulevard; as shown on a diagram (for illustrative purposes only) dated November 16, 2020, and subject to the conditions of CEQR Declaration E-590.","https://zap-api-production.herokuapp.com/projects/2018X0450?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2018X0450
2020X0361,909 Castle Hill Avenue,2020,357,84ba2866-ee36-ea11-a9bd-001dd8308d01,2020X0361 - ZM - BX BP,Submitted,Favorable,,,"IN THE MATTER OF an application submitted by 510 East Realty Inc., pursuant to Section 197-c and 201 of the New York City Charter for the amendment of the Zoning Map, Section No. 7a: 1. changing from an R3-2 District to an R6B property bounded by Quimby Avenue, Castle Hill Avenue, Story Avenue, a line 180 feet westerly of Castle Hill Avenue, a line midway between Quimby Avenue and Story Avenue, and a line 80 feet westerly of Castle Hill Avenue; and 2. establishing within the proposed R6B District a C1-3 District bounded by Quimby Avenue, Castle Hill Avenue, Story Avenue, and a line 80 feet westerly of Castle Hill Avenue; Borough of the Bronx, Community District 9, as shown on a diagram (for illustrative purposes only) dated December 14, 2020, and subject to the conditions of CEQR Declaration E-596.","https://zap-api-production.herokuapp.com/projects/2020X0361?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2020X0361
2020X0361,909 Castle Hill Avenue,2020,357,7e4dd445-ee36-ea11-a9a7-001dd830809a,2020X0361 - ZM - BX CB9,Submitted,,,Conditional Favorable,"IN THE MATTER OF an application submitted by 510 East Realty Inc., pursuant to Section 197-c and 201 of the New York City Charter for the amendment of the Zoning Map, Section No. 7a: 1. changing from an R3-2 District to an R6B property bounded by Quimby Avenue, Castle Hill Avenue, Story Avenue, a line 180 feet westerly of Castle Hill Avenue, a line midway between Quimby Avenue and Story Avenue, and a line 80 feet westerly of Castle Hill Avenue; and 2. establishing within the proposed R6B District a C1-3 District bounded by Quimby Avenue, Castle Hill Avenue, Story Avenue, and a line 80 feet westerly of Castle Hill Avenue; Borough of the Bronx, Community District 9, as shown on a diagram (for illustrative purposes only) dated December 14, 2020, and subject to the conditions of CEQR Declaration E-596.","https://zap-api-production.herokuapp.com/projects/2020X0361?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2020X0361
P2016X0366,1099 Webster Avenue - Rezoning,2020,359,7076a6ae-15f9-ea11-a814-001dd8309f34,P2016X0366 - ZM - BX BP,Submitted,Conditional Favorable,,,"IN THE MATTER OF an application submitted by Webster 1099 Realty LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 3d, by: 1. eliminating from within an existing R7-1 District a C1-4 District bounded by a line 100 feet northwesterly of Webster Avenue, East 167th Street, a line midway between Clay Avenue and Webster Avenue, and a line 150 feet southwesterly of East 167th Street; 2. changing from an R7-1 District to an R7X District property bounded by a line 100 feet northwesterly of Webster Avenue, East 167th Street, a line midway between Clay Avenue and Webster Avenue, and East 166th Street; 3. changing from an M1-1 District to an R7X District property bounded by a line midway between Clay Avenue and Webster Avenue, East 167th Street, Webster Avenue, and East 166th Street; and 4. establishing within the proposed R7X District a C2-4 property bounded by a line 100 feet northwesterly of Webster Avenue, East 167th Street, Webster Avenue and East 166th Street; Borough of the Bronx, Community District 4, as shown on a diagram (for illustrative purposes only) dated October 19, 2020, and subject to the conditions of CEQR Declaration E-576.","https://zap-api-production.herokuapp.com/projects/P2016X0366?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/P2016X0366
P2016X0366,1099 Webster Avenue - Rezoning,2020,359,f2d4a3b1-7701-ea11-a9a7-001dd8308060,P2016X0366 - ZM - BX CB4,Submitted,,,Conditional Favorable,"IN THE MATTER OF an application submitted by Webster 1099 Realty LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 3d, by: 1. eliminating from within an existing R7-1 District a C1-4 District bounded by a line 100 feet northwesterly of Webster Avenue, East 167th Street, a line midway between Clay Avenue and Webster Avenue, and a line 150 feet southwesterly of East 167th Street; 2. changing from an R7-1 District to an R7X District property bounded by a line 100 feet northwesterly of Webster Avenue, East 167th Street, a line midway between Clay Avenue and Webster Avenue, and East 166th Street; 3. changing from an M1-1 District to an R7X District property bounded by a line midway between Clay Avenue and Webster Avenue, East 167th Street, Webster Avenue, and East 166th Street; and 4. establishing within the proposed R7X District a C2-4 property bounded by a line 100 feet northwesterly of Webster Avenue, East 167th Street, Webster Avenue and East 166th Street; Borough of the Bronx, Community District 4, as shown on a diagram (for illustrative purposes only) dated October 19, 2020, and subject to the conditions of CEQR Declaration E-576.","https://zap-api-production.herokuapp.com/projects/P2016X0366?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/P2016X0366
P2016X0366,1099 Webster Avenue - Rezoning,2020,359,07bd9eb4-15f9-ea11-a814-001dd8309f34,P2016X0366 - ZR - BX BP,Submitted,Conditional Favorable,,,"IN THE MATTER OF an application submitted by WEBSTER 1099 REALTY LLC, pursuant to Section 201 of the New York City Charter, for an amendment of the Zoning Resolution of the City of New York, modifying APPENDIX F for the purpose of establishing a Mandatory Inclusionary Housing area in the Borough of the Bronx, Community District 4.","https://zap-api-production.herokuapp.com/projects/P2016X0366?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/P2016X0366
P2016X0366,1099 Webster Avenue - Rezoning,2020,359,39d5a3b1-7701-ea11-a9a7-001dd8308060,P2016X0366 - ZR - BX CB4,Submitted,,,Conditional Favorable,"IN THE MATTER OF an application submitted by WEBSTER 1099 REALTY LLC, pursuant to Section 201 of the New York City Charter, for an amendment of the Zoning Resolution of the City of New York, modifying APPENDIX F for the purpose of establishing a Mandatory Inclusionary Housing area in the Borough of the Bronx, Community District 4.","https://zap-api-production.herokuapp.com/projects/P2016X0366?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/P2016X0366
P2018X0209,431 Concord Avenue,2020,362,e9332d40-cd5c-ea11-a9b6-001dd8308060,P2018X0209 - ZM - BX BP,Submitted,Favorable,,,"IN THE MATTER OF an application submitted by Concord Realty LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 6c, by changing from an existing M1-2 District to an R7D District property bounded by East 145th Street, Concord Avenue, a line 150 feet southerly of East 145th Street, and a line midway between Jackson Avenue and Concord Avenue, Borough of the Bronx, Community District 1, as shown on a diagram (for illustrative purposes only) dated November 2, 2020, and subject to the conditions of CEQR Declaration E-588.","https://zap-api-production.herokuapp.com/projects/P2018X0209?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/P2018X0209
P2018X0209,431 Concord Avenue,2020,362,ffca413b-cd5c-ea11-a9c3-001dd8308d01,P2018X0209 - ZM - BX CB1,Not Submitted,,,,"IN THE MATTER OF an application submitted by Concord Realty LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 6c, by changing from an existing M1-2 District to an R7D District property bounded by East 145th Street, Concord Avenue, a line 150 feet southerly of East 145th Street, and a line midway between Jackson Avenue and Concord Avenue, Borough of the Bronx, Community District 1, as shown on a diagram (for illustrative purposes only) dated November 2, 2020, and subject to the conditions of CEQR Declaration E-588.","https://zap-api-production.herokuapp.com/projects/P2018X0209?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/P2018X0209
2018K0500,9114 5th Avenue Rezoning,2020,363,8cda9a01-28fb-e911-a9ba-001dd8308fb0,2018K0500 - ZM - BK CB10,Submitted,,,Favorable,"IN THE MATTER OF an application submitted by Bayride Realty LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 22b:1.changing from an existing C8-2 District to an R7A District property bounded by a line 85 feet southwesterly of 91stStreet, 5th Avenue, 92nd Street, a line 185 feet northwesterly of 5th Avenue, a line 75 feet northeasterly of 92nd Street, and a line 125 feet northwesterly of 5th Avenue; and2.establishing within a proposed R7A District a C2-4 District bounded by a line 85 feet southwesterly of 91st Street, 5thAvenue, 92nd Street, a line 185 feet northwesterly of 5th Avenue, a line 75 feet northeasterly of 92nd Street, and a line 125 feet northwesterly of 5th Avenue; Borough of Brooklyn, Community District 10, as shown on a diagram (for illustrative purposes only) dated September 14, 2020, and subject to the conditions of CEQR Declaration E-577.","https://zap-api-production.herokuapp.com/projects/2018K0500?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2018K0500
2018K0500,9114 5th Avenue Rezoning,2020,363,a4098742-2ffb-e911-a99d-001dd830809a,2018K0500 - ZM - BKBP,Submitted,Conditional Favorable,,,"IN THE MATTER OF an application submitted by Bayride Realty LLC pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 22b:1.changing from an existing C8-2 District to an R7A District property bounded by a line 85 feet southwesterly of 91stStreet, 5th Avenue, 92nd Street, a line 185 feet northwesterly of 5th Avenue, a line 75 feet northeasterly of 92nd Street, and a line 125 feet northwesterly of 5th Avenue; and2.establishing within a proposed R7A District a C2-4 District bounded by a line 85 feet southwesterly of 91st Street, 5thAvenue, 92nd Street, a line 185 feet northwesterly of 5th Avenue, a line 75 feet northeasterly of 92nd Street, and a line 125 feet northwesterly of 5th Avenue; Borough of Brooklyn, Community District 10, as shown on a diagram (for illustrative purposes only) dated September 14, 2020, and subject to the conditions of CEQR Declaration E-577.","https://zap-api-production.herokuapp.com/projects/2018K0500?include=actions,milestones,dispositions,dispositions.action,users,assignments.user,packages,artifacts",https://zap.planning.nyc.gov/projects/2018K0500
